epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
252,51922.4,0.40388,0.78598,0.3918,0.99876,0.96567,0.97307,0.9905,0.93017,0.96567,0.97307,0.9905,0.87851,0.36017,0.72125,0.24305,0.98406,0.00378775,0.00378775,0.00378775
253,52128.9,0.4016,0.79938,0.399,0.99214,0.96561,0.97151,0.99061,0.92953,0.96561,0.97151,0.99061,0.87925,0.36064,0.72291,0.24437,0.98548,0.003763,0.003763,0.003763
254,52331.8,0.39741,0.78315,0.39667,0.99307,0.96663,0.96877,0.99021,0.92901,0.96663,0.96877,0.99021,0.87865,0.3612,0.72319,0.24602,0.98641,0.00373825,0.00373825,0.00373825
255,52540.7,0.40194,0.79475,0.3948,0.99432,0.96706,0.96752,0.99028,0.92843,0.96706,0.96752,0.99028,0.87862,0.36205,0.72293,0.24544,0.98776,0.0037135,0.0037135,0.0037135
256,52745,0.39717,0.79484,0.39958,0.99837,0.9678,0.96763,0.99022,0.92855,0.9678,0.96763,0.99022,0.87945,0.36345,0.72319,0.24671,0.98867,0.00368875,0.00368875,0.00368875
257,52953.1,0.39535,0.7817,0.39765,0.99292,0.96955,0.96641,0.98973,0.92677,0.96955,0.96641,0.98973,0.87996,0.3643,0.72297,0.24831,0.98988,0.003664,0.003664,0.003664
258,53157,0.40985,0.78872,0.39697,1.00133,0.96799,0.96742,0.98948,0.92654,0.96799,0.96742,0.98948,0.87931,0.36248,0.72241,0.24839,0.98807,0.00363925,0.00363925,0.00363925
259,53358.7,0.39713,0.78468,0.38898,0.99368,0.9699,0.96798,0.98971,0.92686,0.9699,0.96798,0.98971,0.87937,0.36092,0.72182,0.24585,0.98691,0.0036145,0.0036145,0.0036145
260,53560.2,0.40078,0.78078,0.38203,0.99289,0.9686,0.96859,0.98969,0.92669,0.9686,0.96859,0.98969,0.87945,0.36032,0.72103,0.24658,0.98679,0.00358975,0.00358975,0.00358975
261,53762.1,0.39755,0.7767,0.38593,0.99511,0.96808,0.96925,0.98951,0.92754,0.96808,0.96925,0.98951,0.8788,0.35943,0.72017,0.24584,0.98551,0.003565,0.003565,0.003565
262,53964,0.39265,0.77819,0.38657,0.99083,0.96831,0.96852,0.98943,0.92977,0.96831,0.96852,0.98943,0.87909,0.35893,0.71907,0.24413,0.98528,0.00354025,0.00354025,0.00354025
263,54173.6,0.3938,0.77555,0.38085,0.99473,0.96857,0.96853,0.98961,0.93011,0.96857,0.96853,0.98961,0.88007,0.35852,0.71913,0.24391,0.98432,0.0035155,0.0035155,0.0035155
264,54380.3,0.39422,0.77561,0.39197,0.99517,0.96704,0.9699,0.98924,0.92928,0.96704,0.9699,0.98924,0.87916,0.35905,0.71998,0.24656,0.98338,0.00349075,0.00349075,0.00349075
265,54581.3,0.38501,0.77035,0.37099,0.98558,0.96482,0.97161,0.98902,0.9295,0.96482,0.97161,0.98902,0.8782,0.35874,0.71949,0.24729,0.98331,0.003466,0.003466,0.003466
266,54786.9,0.39656,0.78213,0.39178,0.99776,0.96739,0.96964,0.98913,0.93175,0.96739,0.96964,0.98913,0.87923,0.35748,0.71892,0.24786,0.98227,0.00344125,0.00344125,0.00344125
267,54989,0.39184,0.77332,0.37939,0.99257,0.96927,0.96799,0.98899,0.92972,0.96927,0.96799,0.98899,0.8777,0.35647,0.71916,0.24719,0.98147,0.0034165,0.0034165,0.0034165
268,55193.3,0.3975,0.77807,0.38435,0.99696,0.96846,0.96799,0.98883,0.92932,0.96846,0.96799,0.98883,0.87831,0.3556,0.71898,0.24804,0.98138,0.00339175,0.00339175,0.00339175
269,55393.5,0.39383,0.79167,0.38813,0.99511,0.96631,0.96695,0.98897,0.93136,0.96631,0.96695,0.98897,0.87796,0.35444,0.71897,0.24678,0.98079,0.003367,0.003367,0.003367
270,55600.3,0.39646,0.78662,0.37848,0.99693,0.96623,0.96653,0.98928,0.93138,0.96623,0.96653,0.98928,0.87744,0.3532,0.7188,0.24444,0.97977,0.00334225,0.00334225,0.00334225
271,55808.2,0.39345,0.77316,0.38624,0.98953,0.9666,0.9664,0.98921,0.93001,0.9666,0.9664,0.98921,0.87786,0.3534,0.7186,0.24408,0.98041,0.0033175,0.0033175,0.0033175
272,56012.1,0.38916,0.77377,0.38352,0.99146,0.96672,0.96679,0.98929,0.93101,0.96672,0.96679,0.98929,0.87838,0.35366,0.71835,0.24277,0.98184,0.00329275,0.00329275,0.00329275
273,56217.7,0.39694,0.77812,0.39318,0.99468,0.96735,0.96825,0.98943,0.9302,0.96735,0.96825,0.98943,0.87872,0.35366,0.71801,0.24016,0.98243,0.003268,0.003268,0.003268
274,56423.8,0.39569,0.77417,0.38052,0.99057,0.96763,0.96768,0.98926,0.92945,0.96763,0.96768,0.98926,0.8798,0.35404,0.71871,0.23897,0.98309,0.00324325,0.00324325,0.00324325
275,56627.7,0.39623,0.76581,0.37372,0.99302,0.96757,0.96861,0.98955,0.93085,0.96757,0.96861,0.98955,0.87979,0.35377,0.71839,0.23764,0.98283,0.0032185,0.0032185,0.0032185
276,56837.2,0.39213,0.77218,0.37928,0.99208,0.96736,0.96709,0.98954,0.92982,0.96736,0.96709,0.98954,0.87977,0.35334,0.71844,0.23689,0.98323,0.00319375,0.00319375,0.00319375
277,57050.9,0.38341,0.77234,0.37159,0.98774,0.96845,0.96547,0.98935,0.92903,0.96845,0.96547,0.98935,0.87949,0.35302,0.71785,0.23665,0.98264,0.003169,0.003169,0.003169
278,57260.6,0.3817,0.75872,0.36358,0.98986,0.96903,0.96548,0.98923,0.92975,0.96903,0.96548,0.98923,0.87967,0.35339,0.71792,0.23759,0.98392,0.00314425,0.00314425,0.00314425
279,57464.2,0.38553,0.77497,0.36566,0.99129,0.96888,0.96538,0.98953,0.92895,0.96888,0.96538,0.98953,0.88013,0.3531,0.71822,0.23635,0.9836,0.0031195,0.0031195,0.0031195
280,57672.1,0.3833,0.75886,0.37716,0.9877,0.96841,0.96546,0.9895,0.92837,0.96841,0.96546,0.9895,0.88016,0.35272,0.71835,0.23585,0.98345,0.00309475,0.00309475,0.00309475
281,57878.8,0.38731,0.76432,0.37745,0.98897,0.96745,0.96675,0.98947,0.92871,0.96745,0.96675,0.98947,0.88004,0.35256,0.71791,0.23469,0.98373,0.00307,0.00307,0.00307
282,58084.1,0.38488,0.7536,0.37906,0.99024,0.96766,0.96635,0.98948,0.92804,0.96766,0.96635,0.98948,0.88015,0.35242,0.71755,0.23558,0.98303,0.00304525,0.00304525,0.00304525
283,58293.5,0.38864,0.76044,0.37332,0.98869,0.96749,0.96663,0.98941,0.92769,0.96749,0.96663,0.98941,0.87979,0.35246,0.71757,0.235,0.98345,0.0030205,0.0030205,0.0030205
284,58497.6,0.38398,0.76096,0.37151,0.98518,0.96771,0.96647,0.98944,0.92973,0.96771,0.96647,0.98944,0.87951,0.35213,0.71799,0.23541,0.98298,0.00299575,0.00299575,0.00299575
285,58704.8,0.38465,0.77091,0.36994,0.98558,0.96809,0.96589,0.98954,0.92995,0.96809,0.96589,0.98954,0.8798,0.35146,0.71773,0.23449,0.98199,0.002971,0.002971,0.002971
286,58908.5,0.38309,0.76134,0.37052,0.98274,0.96792,0.96592,0.98942,0.93022,0.96792,0.96592,0.98942,0.88001,0.35106,0.71764,0.23442,0.9814,0.00294625,0.00294625,0.00294625
287,59112.8,0.38087,0.75874,0.37203,0.98745,0.96772,0.96607,0.98935,0.9306,0.96772,0.96607,0.98935,0.87974,0.35066,0.71774,0.23407,0.98103,0.0029215,0.0029215,0.0029215
288,59318.5,0.3787,0.74699,0.35268,0.98217,0.96706,0.96695,0.98944,0.9306,0.96706,0.96695,0.98944,0.8792,0.35103,0.71792,0.23388,0.98175,0.00289675,0.00289675,0.00289675
289,59530.2,0.38122,0.75675,0.36207,0.98328,0.96684,0.968,0.98995,0.93044,0.96684,0.968,0.98995,0.87973,0.35219,0.71871,0.23513,0.98357,0.002872,0.002872,0.002872
290,59733.4,0.38249,0.76254,0.37138,0.98802,0.96697,0.96822,0.98998,0.93031,0.96697,0.96822,0.98998,0.87972,0.35214,0.71862,0.23578,0.98369,0.00284725,0.00284725,0.00284725
291,59940.5,0.38638,0.75374,0.36677,0.98567,0.96698,0.96903,0.99009,0.9312,0.96698,0.96903,0.99009,0.88006,0.35185,0.71832,0.23522,0.98398,0.0028225,0.0028225,0.0028225
292,60143.3,0.3829,0.76702,0.36738,0.98468,0.96781,0.96715,0.98999,0.93055,0.96781,0.96715,0.98999,0.87935,0.35194,0.71787,0.23626,0.9836,0.00279775,0.00279775,0.00279775
293,60344.5,0.3778,0.74941,0.36397,0.98234,0.96716,0.96734,0.9901,0.93066,0.96716,0.96734,0.9901,0.87943,0.35223,0.71819,0.23722,0.98376,0.002773,0.002773,0.002773
294,60546.9,0.38514,0.75358,0.37963,0.98546,0.96684,0.96763,0.99006,0.93151,0.96684,0.96763,0.99006,0.87864,0.3524,0.7182,0.23799,0.98341,0.00274825,0.00274825,0.00274825
295,60760.1,0.38132,0.75529,0.37182,0.98411,0.96806,0.96671,0.98995,0.9318,0.96806,0.96671,0.98995,0.87908,0.35214,0.71838,0.23652,0.98279,0.0027235,0.0027235,0.0027235
296,60964.9,0.37303,0.75178,0.34995,0.98007,0.96917,0.96546,0.98942,0.9312,0.96917,0.96546,0.98942,0.87967,0.35257,0.71834,0.23763,0.98313,0.00269875,0.00269875,0.00269875
297,61165.2,0.37463,0.74314,0.35867,0.98265,0.96859,0.96516,0.98947,0.93213,0.96859,0.96516,0.98947,0.88035,0.35254,0.71788,0.23848,0.9828,0.002674,0.002674,0.002674
298,61370.2,0.37802,0.75128,0.35776,0.98457,0.96912,0.96427,0.98935,0.93135,0.96912,0.96427,0.98935,0.87997,0.35241,0.71773,0.24005,0.98267,0.00264925,0.00264925,0.00264925
299,61578.9,0.38207,0.74552,0.35948,0.986,0.96798,0.96464,0.98954,0.93176,0.96798,0.96464,0.98954,0.88111,0.35241,0.71768,0.24019,0.98194,0.0026245,0.0026245,0.0026245
300,61781.6,0.38452,0.75905,0.36752,0.9853,0.96744,0.96484,0.98978,0.93245,0.96744,0.96484,0.98978,0.88147,0.35199,0.71784,0.23964,0.98191,0.00259975,0.00259975,0.00259975
301,61986.9,0.37658,0.76609,0.35422,0.97902,0.96685,0.96505,0.98978,0.9314,0.96685,0.96505,0.98978,0.88151,0.35156,0.71797,0.23936,0.9817,0.002575,0.002575,0.002575
302,62188.9,0.37893,0.7475,0.36037,0.98271,0.96672,0.96529,0.98981,0.93165,0.96672,0.96529,0.98981,0.88088,0.35143,0.7179,0.23906,0.98156,0.00255025,0.00255025,0.00255025
303,62392.8,0.38078,0.73874,0.35411,0.98157,0.96525,0.96806,0.98989,0.93147,0.96525,0.96806,0.98989,0.88149,0.35171,0.71819,0.24009,0.98203,0.0025255,0.0025255,0.0025255
304,62596,0.37779,0.75554,0.34779,0.97898,0.96498,0.96807,0.99001,0.93102,0.96498,0.96807,0.99001,0.88164,0.35187,0.71855,0.24125,0.98224,0.00250075,0.00250075,0.00250075
305,62796.6,0.38009,0.74829,0.3565,0.98261,0.96578,0.96733,0.98996,0.93033,0.96578,0.96733,0.98996,0.8809,0.35214,0.71845,0.24257,0.98243,0.002476,0.002476,0.002476
306,63007.5,0.3831,0.74625,0.34871,0.98569,0.96571,0.96724,0.98995,0.93139,0.96571,0.96724,0.98995,0.88118,0.35198,0.71875,0.2429,0.98249,0.00245125,0.00245125,0.00245125
307,63211.7,0.37467,0.74547,0.3517,0.97924,0.965,0.96796,0.99001,0.93193,0.965,0.96796,0.99001,0.88149,0.35123,0.71893,0.24266,0.98121,0.0024265,0.0024265,0.0024265
308,63421.6,0.37724,0.74762,0.35875,0.98294,0.9648,0.96792,0.98998,0.93189,0.9648,0.96792,0.98998,0.8814,0.35131,0.71907,0.24303,0.98118,0.00240175,0.00240175,0.00240175
309,63623.4,0.37639,0.74346,0.35656,0.98151,0.96489,0.96748,0.98968,0.93164,0.96489,0.96748,0.98968,0.88116,0.35152,0.71926,0.24443,0.98097,0.002377,0.002377,0.002377
